City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Vanimo,PG,-2.6741,141.3028,82.81,72,93,1.36,overcast clouds
347,Manyana,BW,-23.4,21.7167,67.37,47,0,7.72,clear sky
348,Road Town,VG,18.4167,-64.6167,77.04,73,20,5.75,few clouds
349,Cidreira,BR,-30.1811,-50.2056,70.77,66,67,21.47,broken clouds
350,Pinotepa Nacional,MX,16.3167,-98.0167,87.48,39,1,10.18,clear sky
351,Samarinda,ID,-0.5,117.15,73.51,99,100,2.48,moderate rain
352,Helong,CN,42.5397,128.9972,24.21,70,8,5.37,clear sky
353,Darnah,LY,32.767,22.6367,50.45,58,67,20.8,broken clouds
354,Mankono,CI,8.0586,-6.1897,76.46,79,95,8.1,light rain
355,Cukai,MY,4.25,103.4167,78.57,87,100,1.79,overcast clouds
356,Semey,KZ,50.4111,80.2275,25.68,94,100,9.26,overcast clouds
357,Bambous Virieux,MU,-20.3428,57.7575,79.21,94,75,3.44,broken clouds
358,Beckley,US,37.7782,-81.1882,63.01,23,0,0.0,clear sky
359,College,US,64.8569,-147.8028,17.22,43,25,1.07,scattered clouds
360,Claresholm,CA,50.0333,-113.5852,48.76,30,5,5.99,clear sky
361,Langsa,ID,4.4683,97.9683,73.9,95,100,1.83,overcast clouds
362,Pekan,MY,3.4836,103.3996,78.28,88,94,3.96,overcast clouds
363,Polunochnoye,RU,60.8697,60.4153,10.42,98,41,3.44,scattered clouds
364,Kemijarvi,FI,66.7131,27.4306,28.06,96,22,0.43,few clouds
365,Deputatskiy,RU,69.3,139.9,0.48,86,100,2.46,overcast clouds
366,Bolobo,CD,-2.1667,16.2333,72.0,93,64,2.37,light rain
367,Manakara,MG,-22.1333,48.0167,68.54,85,99,4.07,overcast clouds
368,Vilhena,BR,-12.7406,-60.1458,70.68,95,33,2.37,scattered clouds
369,Belyy Yar,RU,53.6039,91.3903,15.69,73,69,0.0,broken clouds
370,Waipawa,NZ,-41.4122,175.5153,65.12,84,94,7.45,overcast clouds
371,Ishigaki,JP,24.3448,124.1572,75.33,100,100,4.61,overcast clouds
372,Celestun,MX,20.8667,-90.4,84.2,62,0,15.32,clear sky
373,Almeirim,BR,-1.5233,-52.5817,73.85,97,99,4.41,overcast clouds
374,Marquette,US,46.5333,-87.6335,31.68,77,100,7.36,overcast clouds
375,Quatre Cocos,MU,-20.2078,57.7625,79.09,86,34,7.49,scattered clouds
376,Garden City,US,42.3256,-83.331,61.9,42,85,4.0,overcast clouds
377,Katsuura,JP,35.1333,140.3,50.16,88,100,4.81,light rain
378,Bonfim,BR,3.0833,-59.95,86.11,50,100,7.4,overcast clouds
379,Campos,BR,-21.75,-41.3,69.21,87,100,11.43,overcast clouds
380,Nouadhibou,MR,20.931,-17.0347,62.85,78,0,24.72,clear sky
381,Olafsvik,IS,64.8945,-23.7142,34.5,95,100,18.25,snow
382,High Level,CA,58.5169,-117.136,31.98,80,80,5.66,broken clouds
383,Nikolskoye,RU,59.7035,30.7861,36.72,91,0,6.62,clear sky
384,Madiun,ID,-7.6298,111.5239,74.43,88,100,1.12,overcast clouds
385,Roma,US,43.2128,-75.4557,46.81,47,0,14.0,clear sky
386,Shenjiamen,CN,29.9576,122.298,49.91,88,100,20.15,light rain
387,Ornskoldsvik,SE,63.2909,18.7153,29.35,86,0,3.44,clear sky
388,Padang,ID,-0.9492,100.3543,75.25,79,85,3.53,overcast clouds
389,San Joaquin,US,37.9333,-121.3011,79.32,27,28,13.06,scattered clouds
390,Maxixe,MZ,-23.8597,35.3472,70.09,89,44,7.27,light rain
391,Lac Du Bonnet,CA,50.2536,-96.0612,38.64,86,100,11.34,overcast clouds
392,Comarapa,BO,-17.9,-64.4833,56.93,94,71,3.47,broken clouds
393,Kaitangata,NZ,-46.2817,169.8464,63.05,80,94,12.84,light rain
394,Edson,CA,53.5835,-116.4356,44.71,42,75,18.41,broken clouds
395,Seoul,KR,37.5683,126.9778,36.84,41,22,2.59,few clouds
396,Port Elizabeth,ZA,-33.918,25.5701,69.31,96,1,2.3,mist
397,Jingcheng,CN,32.0142,120.2625,45.0,92,100,8.48,overcast clouds
398,Akoupe,CI,6.39,-3.9003,73.94,93,100,0.81,light rain
399,Lensk,RU,60.7253,114.9278,17.22,94,91,7.74,overcast clouds
400,Vao,NC,-22.6667,167.4833,77.0,66,81,9.78,broken clouds
401,Hirara,JP,24.8,125.2833,74.12,90,10,13.44,clear sky
402,Eyl,SO,7.9803,49.8164,74.95,81,5,4.79,clear sky
403,Port Lincoln,AU,-34.7333,135.8667,66.72,77,100,9.55,overcast clouds
404,Coaticook,CA,45.1334,-71.7991,35.37,86,99,12.57,light snow
405,Hasaki,JP,35.7333,140.8333,41.4,83,100,3.44,light rain
406,Juneau,US,58.3019,-134.4197,41.22,97,100,4.09,snow
407,Calarca,CO,4.5295,-75.6409,66.11,93,77,1.25,broken clouds
408,Lasa,IT,46.6166,10.7002,36.01,70,4,0.89,clear sky
409,Mangan,IN,27.5167,88.5333,66.96,57,99,4.27,overcast clouds
410,Hambantota,LK,6.1241,81.1185,78.51,86,33,11.83,scattered clouds
411,Djenne,ML,13.9061,-4.5533,87.78,14,8,9.17,clear sky
412,Manavgat,TR,36.7867,31.4431,42.96,53,2,8.68,clear sky
413,Bismarck,US,46.8083,-100.7837,50.86,27,0,19.57,clear sky
414,Kushiro,JP,42.975,144.3747,33.12,64,9,12.97,clear sky
415,Graaff-Reinet,ZA,-32.2522,24.5308,68.99,45,0,3.02,clear sky
416,Sumoto,JP,34.35,134.9,44.64,90,100,12.19,light rain
417,Makinsk,KZ,52.6292,70.4169,15.71,94,100,12.5,overcast clouds
418,Salaga,GH,8.5508,-0.5188,89.04,42,100,4.92,overcast clouds
419,Arys,KZ,42.4252,68.795,36.01,90,80,3.85,broken clouds
420,Fare,PF,-16.7,-151.0167,81.39,74,22,13.91,light rain
421,Ngunguru,NZ,-35.6167,174.5,72.3,77,66,13.18,broken clouds
422,Fatehabad,IN,29.5167,75.45,70.65,22,0,5.66,clear sky
423,Andros,GR,37.8333,24.9333,46.45,60,91,28.99,overcast clouds
424,Aojiang,CN,22.9421,116.0359,71.96,87,100,3.44,overcast clouds
425,Masindi,UG,1.6744,31.715,65.05,91,68,3.69,light rain
426,Conceicao Da Barra,BR,-18.5933,-39.7322,73.51,93,37,7.83,scattered clouds
427,Xai-Xai,MZ,-25.0519,33.6442,70.57,73,2,6.46,clear sky
428,Atasu,KZ,48.6814,71.6433,18.77,81,66,15.88,light snow
429,Kyra,RU,49.5776,111.9753,-0.56,98,32,4.03,scattered clouds
430,Paita,PE,-5.0892,-81.1144,76.14,73,38,18.01,scattered clouds
431,Kommunisticheskiy,RU,61.6789,64.4819,9.86,96,100,6.31,overcast clouds
432,Salinopolis,BR,-0.6136,-47.3561,77.36,86,100,4.99,heavy intensity rain
433,Viedma,AR,-40.8135,-62.9967,60.37,58,69,17.74,broken clouds
434,Iskilip,TR,40.7353,34.4739,29.37,78,68,6.2,broken clouds
435,Mangai,CD,-4.05,19.5333,71.29,96,100,0.51,overcast clouds
436,Adrar,MR,20.5022,-10.0711,75.11,12,0,7.72,clear sky
437,Manggar,ID,-2.8833,108.2667,80.35,80,100,4.54,overcast clouds
438,Wanning,CN,18.8003,110.3967,76.28,94,79,7.2,broken clouds
439,Fort Nelson,CA,58.8053,-122.7002,27.14,84,99,3.15,overcast clouds
440,Baghdad,IQ,33.3406,44.4009,49.91,34,0,12.66,clear sky
441,Diamantino,BR,-14.4086,-56.4461,75.51,85,73,0.83,broken clouds
442,Batagay,RU,67.6333,134.6333,-9.31,97,100,3.15,overcast clouds
443,Qasigiannguit,GL,68.8193,-51.1922,-5.55,77,12,4.72,few clouds
444,Sulangan,PH,11.1373,123.7228,81.43,79,94,9.53,overcast clouds
445,Martapura,ID,-3.4167,114.85,73.51,99,100,1.79,moderate rain
446,Shingu,JP,33.7333,135.9833,47.62,95,100,10.87,moderate rain
447,Namatanai,PG,-3.6667,152.4333,84.16,69,93,5.32,overcast clouds
448,Emerald,AU,-23.5333,148.1667,77.34,65,0,7.87,clear sky
449,Socorro,US,31.6546,-106.3033,63.48,45,75,19.57,broken clouds
450,Saurimo,AO,-9.6608,20.3916,63.66,98,85,3.71,overcast clouds
451,Fernie,CA,49.5,-115.0687,37.02,76,100,3.98,overcast clouds
452,Inhambane,MZ,-23.865,35.3833,71.26,87,49,8.55,light rain
453,Jonuta,MX,18.0833,-92.1333,85.08,60,0,12.08,clear sky
454,Abnub,EG,27.2696,31.1511,55.17,45,0,14.34,clear sky
455,Tandag,PH,9.0783,126.1986,77.59,88,100,2.35,overcast clouds
456,Sahuaripa,MX,29.05,-109.2333,74.39,11,43,20.04,scattered clouds
457,Winston-Salem,US,36.0999,-80.2442,68.05,28,0,5.75,clear sky
458,Seryshevo,RU,51.0933,128.3786,14.9,89,100,5.61,overcast clouds
459,Goundam,ML,16.4145,-3.6708,81.57,12,45,11.92,scattered clouds
460,Albion,US,42.2431,-84.753,68.04,30,40,10.36,scattered clouds
461,Pisco,PE,-13.7,-76.2167,74.01,78,78,5.64,broken clouds
462,Izhma,RU,65.0083,53.9113,23.81,88,100,10.38,overcast clouds
463,George Town,MY,5.4112,100.3354,80.53,78,20,2.3,few clouds
464,Tual,ID,-5.6667,132.75,80.49,83,100,15.08,overcast clouds
465,Guerrero Negro,MX,27.9769,-114.0611,64.85,58,1,17.58,clear sky
466,Ambam,CM,2.3833,11.2833,69.35,99,78,3.09,broken clouds
467,Ambilobe,MG,-13.2,49.05,73.71,96,14,2.35,few clouds
468,Great Falls,US,47.5002,-111.3008,51.67,26,7,8.01,clear sky
469,Jumla,NP,29.2747,82.1838,44.42,54,0,4.54,clear sky
470,Muncar,ID,-8.4333,114.3333,75.78,92,100,2.93,overcast clouds
471,Chicama,PE,-7.8447,-79.1469,72.61,76,95,8.9,overcast clouds
472,Kapiri Mposhi,ZM,-13.9652,28.6809,59.68,93,65,5.86,broken clouds
473,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,74.64,83,70,3.36,broken clouds
474,Cherskiy,RU,68.75,161.3,23.7,94,99,10.94,light snow
475,Ahipara,NZ,-35.1667,173.1667,73.11,72,4,11.34,clear sky
476,Robertsport,LR,6.7533,-11.3686,75.81,82,66,10.02,light rain
477,Olinda,BR,-8.0089,-34.8553,80.33,81,100,10.85,moderate rain
478,Kralendijk,BQ,12.15,-68.2667,78.53,78,35,20.87,scattered clouds
479,The Pas,CA,53.8251,-101.2541,33.82,93,100,9.22,light snow
480,Lufilufi,WS,-13.8745,-171.5986,86.79,77,81,18.77,light rain
481,Paamiut,GL,61.994,-49.6678,2.66,89,28,6.15,scattered clouds
482,Ixtapa,MX,20.7,-105.2,78.03,53,20,6.91,few clouds
483,Mao,ES,39.8885,4.2658,54.16,66,75,16.11,broken clouds
484,Borovikha,RU,53.5072,83.8379,26.04,90,98,10.56,overcast clouds
485,Alta Floresta,BR,-9.8756,-56.0861,73.06,96,64,2.06,broken clouds
486,Coahuayana,MX,18.7333,-103.6833,85.82,32,21,6.78,few clouds
487,Wailuku,US,20.8911,-156.5047,82.09,76,9,11.01,clear sky
488,Salinas,US,36.6777,-121.6555,77.0,51,0,12.66,clear sky
489,Bonthe,SL,7.5264,-12.505,77.49,83,90,2.59,light rain
490,Imperia,IT,43.9667,7.7833,44.4,35,0,8.16,clear sky
491,Arandas,MX,20.7,-102.35,79.3,10,6,15.21,clear sky
492,Nantucket,US,41.2835,-70.0995,55.51,73,0,17.27,clear sky
493,Ponta Delgada,PT,37.7333,-25.6667,57.92,62,40,11.5,scattered clouds
494,Rocha,UY,-34.4833,-54.3333,63.95,61,16,14.23,few clouds
495,Port Blair,IN,11.6667,92.75,78.46,75,98,4.88,overcast clouds
496,Makakilo City,US,21.3469,-158.0858,81.61,57,13,3.74,light rain
497,Namuac,PH,18.6109,121.1657,78.69,83,74,4.36,broken clouds
498,Umm Lajj,SA,25.0213,37.2685,68.54,71,0,7.78,clear sky
499,Raudeberg,NO,61.9875,5.1352,39.87,64,34,6.33,scattered clouds
500,Quepos,CR,9.4236,-84.1652,82.81,70,60,3.29,broken clouds
501,Leningradskiy,RU,69.3833,178.4167,12.2,82,100,8.37,overcast clouds
502,Along,IN,28.1667,94.7667,61.81,92,45,2.8,scattered clouds
503,Xinmin,CN,41.9908,122.8253,30.45,42,0,5.57,clear sky
504,Ahuimanu,US,21.4447,-157.8378,82.78,63,14,3.0,few clouds
505,Lokosovo,RU,61.1333,74.8167,19.27,96,100,5.64,overcast clouds
506,Kudahuvadhoo,MV,2.6708,72.8944,82.67,70,1,15.43,clear sky
507,Kununurra,AU,-15.7667,128.7333,80.58,89,79,2.3,broken clouds
508,Batsfjord,NO,70.6345,29.7185,35.53,80,96,42.59,overcast clouds
509,Praia,CV,14.9215,-23.5087,68.54,73,20,18.41,few clouds
510,Goundi,TD,9.3627,17.366,84.31,9,11,2.1,few clouds
511,Kutum,SD,14.2,24.6667,71.02,11,30,6.67,scattered clouds
512,Corpus Christi,US,27.8006,-97.3964,83.16,78,75,34.52,broken clouds
513,Trairi,BR,-3.2778,-39.2689,78.94,83,77,7.7,broken clouds
514,Talnakh,RU,69.4865,88.3972,-12.8,94,50,1.97,scattered clouds
515,Kuala Terengganu,MY,5.3302,103.1408,79.02,85,100,2.15,overcast clouds
516,Kruisfontein,ZA,-34.0033,24.7314,64.89,92,0,3.67,clear sky
517,Imeni Poliny Osipenko,RU,52.4201,136.4853,11.84,82,14,4.81,few clouds
518,Moose Factory,CA,51.2585,-80.6094,20.37,78,5,9.51,clear sky
519,Atikokan,CA,48.7555,-91.6216,35.2,74,96,12.64,overcast clouds
520,Porbandar,IN,21.6422,69.6093,75.07,70,61,12.21,broken clouds
521,Pelym,RU,61.0108,61.9978,17.29,95,92,6.89,overcast clouds
522,Pemba,MZ,-12.974,40.5178,76.37,88,95,13.04,overcast clouds
523,Kirakira,SB,-10.4544,161.9205,84.11,73,57,6.17,broken clouds
524,Kitimat,CA,54.0524,-128.6534,41.61,100,100,1.95,light rain
525,Mehamn,NO,71.0357,27.8492,35.51,80,91,44.72,overcast clouds
526,Ossora,RU,59.2353,163.0719,32.41,98,100,11.83,light snow
527,Coruripe,BR,-10.1256,-36.1756,79.79,77,19,8.79,few clouds
528,Dombarovskiy,RU,50.7587,59.5386,11.93,94,15,10.07,few clouds
529,Barabai,ID,-2.5833,115.3833,73.74,98,100,1.68,heavy intensity rain
530,Dwarka,IN,22.2394,68.9678,74.89,74,46,12.84,scattered clouds
531,Solms,DE,50.7667,9.6,40.23,76,0,1.48,clear sky
532,Leshukonskoye,RU,64.8989,45.7622,34.07,88,100,9.91,overcast clouds
533,Trapani,IT,37.8333,12.6667,44.28,86,11,6.17,few clouds
534,Yarada,IN,17.65,83.2667,79.21,89,22,4.52,few clouds
535,Fairbanks,US,64.8378,-147.7164,17.24,42,24,1.99,few clouds
536,Inuvik,CA,68.3499,-133.7218,-1.46,83,92,3.65,overcast clouds
537,Kieta,PG,-6.2167,155.6333,84.74,68,100,3.47,overcast clouds
538,Muyezerskiy,RU,63.9333,31.65,31.12,91,2,8.14,clear sky
539,Wellington,NZ,-41.2866,174.7756,74.07,78,98,6.91,overcast clouds
540,Jimo,CN,36.3897,120.4622,38.14,40,95,4.94,overcast clouds
541,Roebourne,AU,-20.7833,117.1333,85.28,65,100,18.21,overcast clouds
542,Tagab,AF,34.855,69.6492,59.52,23,88,5.17,overcast clouds
543,Uige,AO,-7.6087,15.0613,68.09,99,99,3.47,light rain
544,Nambucca Heads,AU,-30.65,153.0,73.4,60,5,5.08,clear sky
545,Sinjai,ID,-5.1241,120.253,76.78,85,100,1.81,overcast clouds
546,Nalut,LY,30.3333,10.85,50.61,53,22,18.05,few clouds
547,Alice Springs,AU,-23.7,133.8833,72.95,38,0,4.61,clear sky
548,Seka,TH,17.9285,103.9552,75.31,88,75,4.52,broken clouds
549,Louga,RU,58.7372,29.8453,31.93,88,5,6.4,clear sky
550,Cruzeiro Do Sul,BR,-29.5128,-51.9853,72.09,74,1,5.28,clear sky
551,Leh,IN,34.1667,77.5833,15.57,69,9,3.76,clear sky
552,Amfissa,GR,38.525,22.3731,39.72,91,64,7.58,broken clouds
553,La Asuncion,VE,11.0333,-63.8628,75.97,82,79,14.43,broken clouds
554,Samarai,PG,-10.6167,150.6667,85.06,71,23,10.85,few clouds
555,Cockburn Town,TC,21.4612,-71.1419,80.56,57,40,9.22,scattered clouds
556,Mogok,MM,22.9167,96.5,64.99,76,93,2.73,overcast clouds
557,Half Moon Bay,US,37.4636,-122.4286,75.88,61,0,24.16,haze
558,Quang Ngai,VN,15.1167,108.8,75.4,90,100,2.77,overcast clouds
559,Uarini,BR,-2.99,-65.1083,74.77,97,79,1.01,broken clouds
560,Upernavik,GL,72.7868,-56.1549,-18.78,65,93,5.93,overcast clouds
561,Ivanava,BY,52.1451,25.5365,39.24,79,1,3.36,clear sky
562,Stykkisholmur,IS,65.0757,-22.7297,31.21,97,100,9.91,snow
563,Lincoln,US,40.8,-96.667,54.9,85,99,5.01,light rain
564,Harper,LR,4.375,-7.7169,79.09,85,82,4.76,broken clouds
565,Camacha,PT,33.0833,-16.3333,58.42,72,20,11.5,few clouds
566,Labuhan,ID,-6.8844,112.2051,77.54,84,100,3.76,overcast clouds
567,Champerico,GT,14.3,-91.9167,84.78,62,9,7.99,clear sky
568,Pontianak,ID,-0.0333,109.3333,71.58,100,75,6.91,heavy intensity rain
569,Gorontalo,ID,0.5412,123.0595,76.08,94,100,3.04,overcast clouds
570,Taoudenni,ML,22.6783,-3.9836,75.33,15,0,11.16,clear sky
571,Mwinilunga,ZM,-11.7358,24.4293,63.41,99,100,1.66,moderate rain
572,Wajir,KE,1.7471,40.0573,80.47,57,0,14.99,clear sky
573,Saint-Paul,RE,-21.0096,55.2707,78.91,84,43,3.76,scattered clouds
574,Sitka,US,57.0531,-135.33,44.49,76,100,0.0,overcast clouds
575,Mathathane,BW,-22.2687,28.7495,67.96,52,3,9.6,clear sky
576,Troyes,FR,48.3333,4.0833,47.17,81,0,2.3,clear sky
577,Karasjok,NO,69.4719,25.5112,29.77,89,97,24.99,light snow
578,Ransang,PH,8.9603,117.5828,78.24,85,98,2.64,overcast clouds
579,Rurrenabaque,BO,-14.4413,-67.5278,76.05,84,76,0.87,broken clouds
580,Oudtshoorn,ZA,-33.5907,22.2014,62.96,86,23,1.16,few clouds
581,Angoche,MZ,-16.2325,39.9086,72.61,85,43,10.38,scattered clouds
582,Pahrump,US,36.2083,-115.9839,74.25,17,62,11.99,broken clouds
583,Foumban,CM,5.7291,10.9001,70.56,50,55,3.02,broken clouds
584,Jucas,BR,-6.5253,-39.5275,76.5,80,90,1.88,overcast clouds
585,Esna,EG,25.2934,32.554,62.62,39,0,15.97,clear sky
586,Porto Velho,BR,-8.7619,-63.9039,78.85,94,20,1.14,few clouds
587,Ulaangom,MN,49.9811,92.0667,-2.11,79,45,3.0,scattered clouds
588,Kuching,MY,1.55,110.3333,73.62,94,40,5.01,scattered clouds
589,Nyurba,RU,63.2842,118.3319,2.53,99,98,3.24,overcast clouds
590,Sao Borja,BR,-28.6606,-56.0044,73.94,49,1,9.01,clear sky
591,Jacareacanga,BR,-6.2222,-57.7528,74.64,92,84,0.69,broken clouds
592,Mapiripan,CO,2.8892,-72.1256,76.64,89,83,0.34,heavy intensity rain
593,Okha,RU,53.5739,142.9478,12.81,78,7,15.03,clear sky
594,Acapulco,MX,16.8634,-99.8901,84.85,50,1,12.35,clear sky
595,Sovetskiy,RU,61.3614,63.5842,12.92,94,98,7.07,overcast clouds
596,Guilin,CN,25.2819,110.2864,48.79,85,100,9.04,overcast clouds
597,Ishinomaki,JP,38.4167,141.3,37.29,57,100,4.97,overcast clouds
598,Victor Harbor,AU,-35.5667,138.6167,64.99,88,100,1.01,overcast clouds
599,Guarapari,BR,-20.6667,-40.4975,72.9,88,87,14.45,overcast clouds
600,Olga,RU,43.7444,135.2892,31.91,55,29,10.94,scattered clouds
601,Ambulu,ID,-8.345,113.6058,76.35,89,100,4.36,overcast clouds
602,Mlimba,TZ,-8.8,35.8167,71.02,97,100,0.98,light rain
603,Plover,US,44.4564,-89.544,43.65,61,100,16.11,overcast clouds
604,Severo-Yeniseyskiy,RU,60.3725,93.0408,13.93,94,100,6.26,overcast clouds
605,Taggia,IT,43.8485,7.8545,51.4,35,0,6.76,clear sky
606,Plouzane,FR,48.3833,-4.6167,57.38,77,0,11.5,clear sky
607,Takoradi,GH,4.8845,-1.7554,80.83,85,61,6.55,light rain
608,Johi,PK,26.6921,67.6133,76.86,40,0,7.7,clear sky
609,Kinkala,CG,-4.3614,14.7644,66.49,95,89,1.92,overcast clouds
610,Roald,NO,62.5833,6.1333,41.76,75,7,4.61,clear sky
611,Krasne,UA,49.9145,24.6134,38.5,75,3,2.51,clear sky
612,Zhanakorgan,KZ,43.9098,67.2495,34.21,71,30,6.87,scattered clouds
613,Bayanday,RU,53.0661,105.5139,0.37,98,63,2.77,broken clouds
614,Mahibadhoo,MV,3.7833,72.9667,82.54,70,1,14.83,clear sky
615,Goksun,TR,38.021,36.4973,11.35,84,12,5.66,few clouds
616,Ancud,CL,-41.8697,-73.8203,51.22,76,77,11.05,broken clouds
617,Gat,IL,31.61,34.7642,49.41,69,46,3.58,scattered clouds
618,Sabang,ID,5.8933,95.3214,82.51,72,98,15.59,overcast clouds
619,Zhangjiakou,CN,40.81,114.8794,24.96,56,89,1.41,overcast clouds
620,Raahe,FI,64.6833,24.4833,33.89,97,2,6.85,clear sky
621,Nagato,JP,34.3833,131.2,46.2,86,100,8.23,overcast clouds
622,Maraba,BR,-5.3686,-49.1178,74.21,96,99,0.76,overcast clouds
623,Vung Tau,VN,10.346,107.0843,79.39,85,87,9.4,overcast clouds
624,Savinka,RU,50.0785,47.0994,22.66,90,19,12.24,few clouds
625,Touros,BR,-5.1989,-35.4608,79.43,82,60,9.26,moderate rain
626,Chaozhou,CN,23.6651,116.6379,69.75,92,92,0.92,overcast clouds
627,Tazovskiy,RU,67.4667,78.7,-17.84,100,35,4.18,scattered clouds
628,Muisne,EC,0.6,-80.0333,78.87,84,78,8.32,broken clouds
629,Narok,KE,-1.0783,35.8601,60.96,79,67,8.3,broken clouds
630,Blythe,US,33.6103,-114.5964,77.04,8,34,26.28,scattered clouds
631,Pochutla,MX,15.7432,-96.4661,88.83,43,4,6.42,clear sky
632,Pemangkat,ID,1.1667,108.9667,76.33,85,100,7.05,overcast clouds
633,Oyek,RU,52.5861,104.4556,7.18,100,88,1.54,overcast clouds
634,Ligayan,PH,4.6533,119.4706,81.48,77,100,6.04,overcast clouds
635,Morgan City,US,29.6994,-91.2068,73.99,73,100,18.41,overcast clouds
636,Udachnyy,RU,66.4167,112.4,-1.23,99,98,4.74,overcast clouds
637,Ghanzi,BW,-21.5667,21.7833,66.2,45,5,8.03,clear sky
638,Rawson,AR,-43.3002,-65.1023,65.37,54,82,10.02,broken clouds
639,Turbat,PK,26.0023,63.044,73.65,53,0,3.87,clear sky
640,Mayo,US,38.8876,-76.5119,68.16,39,0,4.61,clear sky
641,Chara,RU,56.9064,118.2631,4.59,78,42,2.28,scattered clouds
642,Chester,US,40.1254,-75.8749,61.09,43,0,5.75,clear sky
643,Mbeya,TZ,-8.9,33.45,59.38,98,96,4.68,overcast clouds
644,Port Hedland,AU,-20.3167,118.5667,80.65,74,91,5.75,overcast clouds
645,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.34,96,46,1.39,scattered clouds
646,Mount Hagen,PG,-5.8581,144.2274,66.92,84,100,1.05,overcast clouds
647,Hovd,MN,48.0056,91.6419,20.62,38,75,5.12,broken clouds
648,Raton,US,36.9034,-104.4391,34.41,65,0,37.98,clear sky
649,Felanitx,ES,39.4696,3.1483,54.95,76,100,21.68,overcast clouds
650,Yarega,RU,63.4354,53.5765,22.21,93,94,7.92,overcast clouds
651,Uralets,RU,57.6614,59.6497,19.83,94,100,7.11,overcast clouds
652,Kosovo Polje,XK,42.6394,21.0961,37.36,45,0,5.01,clear sky
653,Yershichi,RU,53.6725,32.7542,28.18,96,7,3.51,clear sky
654,Saint-Pierre,RE,-21.3393,55.4781,78.48,91,100,13.8,overcast clouds
655,Fort Wellington,GY,6.4,-57.6,76.8,79,100,8.72,overcast clouds
656,Billings,US,45.7833,-108.5007,52.16,30,6,10.0,clear sky
657,Ushtobe,KZ,45.2514,77.9838,34.95,83,100,13.44,overcast clouds
658,Bien Hoa,VN,10.95,106.8167,80.58,81,96,3.96,overcast clouds
659,Sotnikovo,RU,51.8845,107.4791,3.29,78,80,2.24,broken clouds
660,Jau,BR,-22.2964,-48.5578,73.92,76,49,13.98,scattered clouds
661,Chake Chake,TZ,-5.2459,39.7666,77.29,84,7,2.91,clear sky
662,Kohlu,PK,29.8962,69.252,65.8,13,0,2.75,clear sky
663,Laguna,US,38.421,-121.4238,81.14,29,0,19.57,clear sky
664,Maniitsoq,GL,65.4167,-52.9,-4.97,85,20,4.83,few clouds
665,Ucluelet,CA,48.9329,-125.5528,48.09,92,100,1.01,light rain
666,Sandwick,GB,60.0,-1.25,42.62,81,75,11.5,broken clouds
667,Simao,CN,22.7886,100.9748,61.36,94,67,2.64,broken clouds
668,Iwanai,JP,42.9744,140.5089,36.57,66,91,14.52,overcast clouds
669,Santa Marta,CO,11.2408,-74.199,83.89,63,98,24.0,overcast clouds
670,Chowchilla,US,37.123,-120.2602,73.74,30,0,9.24,clear sky
671,Keuruu,FI,62.2667,24.7,35.78,93,1,3.69,clear sky
672,Mapastepec,MX,15.4333,-92.9,87.19,56,16,8.12,few clouds
673,Anadyr,RU,64.75,177.4833,25.3,85,20,33.55,few clouds
674,Sankarpur,IN,22.8481,88.4553,80.55,91,17,6.73,few clouds
675,Murray,US,40.6669,-111.888,46.6,41,0,16.11,clear sky
676,Ewa Beach,US,21.3156,-158.0072,85.37,55,20,12.66,few clouds
677,Carver,US,44.8,-93.7836,64.71,53,100,9.15,overcast clouds
678,Fenoarivo Atsinanana,MG,-17.3667,49.4167,74.07,85,92,8.32,overcast clouds
679,Joao Pinheiro,BR,-17.7425,-46.1725,71.96,72,53,14.34,broken clouds
680,Kaa-Khem,RU,51.6833,94.7333,-0.36,94,90,2.86,overcast clouds
681,Auki,SB,-8.7676,160.7034,85.17,63,58,0.27,broken clouds
682,Shaoguan,CN,24.8,113.5833,62.01,89,100,4.23,overcast clouds
683,Hurricane,US,37.1753,-113.2899,63.07,26,49,14.72,scattered clouds
684,Buraydah,SA,26.326,43.975,63.18,35,0,6.33,clear sky
685,Kashi,CN,39.4547,75.9797,44.85,50,95,2.1,overcast clouds
686,Inta,RU,66.0317,60.1659,14.99,91,100,15.01,overcast clouds
687,Xacmaz,AZ,41.4635,48.806,33.6,75,95,3.42,overcast clouds
688,Alyangula,AU,-13.8483,136.4192,85.53,63,76,8.93,broken clouds
689,Usinsk,RU,65.9939,57.5281,19.51,94,100,17.85,overcast clouds
690,Krasnoselkup,RU,65.7,82.4667,-11.16,97,6,8.05,clear sky
691,Ayan,RU,56.45,138.1667,14.56,70,3,10.25,clear sky
692,Butterworth,MY,5.3991,100.3638,80.64,78,20,2.3,few clouds
693,Shache,CN,38.4167,77.2406,45.99,44,0,3.87,clear sky
694,Parrita,CR,9.5201,-84.3225,83.57,68,57,4.34,broken clouds
695,Inirida,CO,3.8653,-67.9239,75.25,94,72,1.86,broken clouds
696,Sakaiminato,JP,35.55,133.2333,46.13,86,100,13.56,overcast clouds
697,Maunabo,PR,18.0072,-65.8993,78.71,75,4,10.18,clear sky
